Confirmation Code,Student First Name,Student Middle Name,Student Last Name,Student Birthday,Student Gender,Student Street Address 1,Student Street Address 2,Student City,Student ZIP Code,Contact 1 First Name,Contact 1 Last Name,Contact 1 Phone,Contact 1 Email,Contact 1 Relationship,Contact 2 First Name,Contact 2 Last Name,Contact 2 Phone,Contact 2 Email,Contact 2 Relationship,Household Members,Household Monthly Income,Schools Applied
482,StudentFirst482,StudentMiddle482,StudentLast482,12/24/2009,Female,604 Fake St,,Newport,02424,ContactFirst482,ContactLast482,401-123-5048,123@gt-fake-email.edu.org,Mother,,,,,,2,2425,Newport - East Bay Community Action Head Start;
483,StudentFirst483,StudentMiddle483,StudentLast483,9/2/2009,Male,605 Fake St,,Central Falls,02425,ContactFirst483,ContactLast483,401-123-5049,123@gt-fake-email.edu.org,Mother,,,,,,5,2425,Central Falls - Capt. Hunt Early Learning Center;
484,StudentFirst484,StudentMiddle484,StudentLast484,1/6/2010,Male,606 Fake St,,Providence,02426,ContactFirst484,ContactLast484,401-123-5050,123@gt-fake-email.edu.org,Mother,,,,,,6,2425,Providence - Beautiful Beginnings;
485,StudentFirst485,StudentMiddle485,StudentLast485,11/27/2009,Female,607 Fake St,,Providence,02427,ContactFirst485,ContactLast485,401-123-5051,123@gt-fake-email.edu.org,Mother,,,,,,6,2425,Providence - Beautiful Beginnings;Providence - Ready to Learn Providence at CCRI Liston Campus;Providence - Smith Hill Early Childhood Learning Center;Providence - The Mariposa Center;
486,StudentFirst486,StudentMiddle486,StudentLast486,3/16/2010,Male,608 Fake St,,Pawtucket,02428,ContactFirst486,ContactLast486,401-123-5052,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,Pawtucket - Ready to Learn-Heritage Park YMCA Early Learning Center;
487,StudentFirst487,StudentMiddle487,StudentLast487,9/15/2010,Male,609 Fake St,,Newport,02429,ContactFirst487,ContactLast487,401-123-5053,123@gt-fake-email.edu.org,Mother,,,,,,4,7432,Newport - East Bay Community Action Head Start;
488,StudentFirst488,StudentMiddle488,StudentLast488,3/6/2010,Female,610 Fake St,,Warwick,02430,ContactFirst488,ContactLast488,401-123-5054,123@gt-fake-email.edu.org,Mother,,,,,,5,3051,Warwick - Westbay Community Action Children's Center;
489,StudentFirst489,StudentMiddle489,StudentLast489,11/3/2009,Female,611 Fake St,,Providence,02431,ContactFirst489,ContactLast489,401-123-5055,123@gt-fake-email.edu.org,Mother,,,,,,5,3677,Providence - Beautiful Beginnings;Providence - Ready to Learn Providence at CCRI Liston Campus;Providence - Smith Hill Early Childhood Learning Center;Providence - The Mariposa Center;
490,StudentFirst490,StudentMiddle490,StudentLast490,7/30/2010,Female,612 Fake St,,Central Falls,02432,ContactFirst490,ContactLast490,401-123-5056,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,Central Falls - Capt. Hunt Early Learning Center;
491,StudentFirst491,StudentMiddle491,StudentLast491,8/19/2010,Male,613 Fake St,,Providence,02433,ContactFirst491,ContactLast491,401-123-5057,123@gt-fake-email.edu.org,Mother,,,,,,6,2425,Providence - Beautiful Beginnings;Providence - Ready to Learn Providence at CCRI Liston Campus;Providence - Smith Hill Early Childhood Learning Center;Providence - The Mariposa Center;
492,StudentFirst492,StudentMiddle492,StudentLast492,5/30/2010,Female,614 Fake St,,Warwick,02434,ContactFirst492,ContactLast492,401-123-5058,123@gt-fake-email.edu.org,Mother,,,,,,3,6806,Warwick - CHILD Inc.;
493,StudentFirst493,StudentMiddle493,StudentLast493,3/3/2010,Female,615 Fake St,,Warwick,02435,ContactFirst493,ContactLast493,401-123-5059,123@gt-fake-email.edu.org,Mother,,,,,,5,6806,Warwick - Imagine Preschool at CCRI Knight Campus;
494,StudentFirst494,StudentMiddle494,StudentLast494,3/3/2010,Female,616 Fake St,,Warwick,02436,ContactFirst494,ContactLast494,401-123-5060,123@gt-fake-email.edu.org,Mother,,,,,,5,6806,Warwick - Westbay Community Action Children's Center;
495,StudentFirst495,StudentMiddle495,StudentLast495,6/29/2010,Female,617 Fake St,,Newport,02437,ContactFirst495,ContactLast495,401-123-5061,123@gt-fake-email.edu.org,Mother,,,,,,3,2425,Newport - East Bay Community Action Head Start;
496,StudentFirst496,StudentMiddle496,StudentLast496,4/26/2010,Female,618 Fake St,,Cranston,02438,ContactFirst496,ContactLast496,401-123-5062,123@gt-fake-email.edu.org,Mother,,,,,,2,2425,Cranston - Comprehensive Community Action Program (CCAP);
497,StudentFirst497,StudentMiddle497,StudentLast497,5/22/2010,Male,619 Fake St,,Providence,02439,ContactFirst497,ContactLast497,401-123-5063,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,Providence - Beautiful Beginnings;
498,StudentFirst498,StudentMiddle498,StudentLast498,9/25/2009,Male,620 Fake St,,West Warwick,02440,ContactFirst498,ContactLast498,401-123-5064,123@gt-fake-email.edu.org,Mother,,,,,,5,2425,West Warwick - CHILD Inc.;
499,StudentFirst499,StudentMiddle499,StudentLast499,9/27/2009,Female,621 Fake St,,Woonsocket,02441,ContactFirst499,ContactLast499,401-123-5065,123@gt-fake-email.edu.org,Mother,,,,,,5,2425,Woonsocket - Woonsocket Head Start Child Development Association;
500,StudentFirst500,StudentMiddle500,StudentLast500,5/12/2010,Male,622 Fake St,,Pawtucket,02442,ContactFirst500,ContactLast500,401-123-5066,123@gt-fake-email.edu.org,Mother,,,,,,4,3051,Pawtucket - Ready to Learn-Heritage Park YMCA Early Learning Center;
501,StudentFirst501,StudentMiddle501,StudentLast501,8/26/2010,Male,623 Fake St,,Providence,02443,ContactFirst501,ContactLast501,401-123-5067,123@gt-fake-email.edu.org,Mother,,,,,,3,2425,Providence - Beautiful Beginnings;
502,StudentFirst502,StudentMiddle502,StudentLast502,1/12/2010,Male,624 Fake St,,Cranston,02444,ContactFirst502,ContactLast502,401-123-5068,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,Cranston - Comprehensive Community Action Program (CCAP);
503,StudentFirst503,StudentMiddle503,StudentLast503,5/9/2010,Female,625 Fake St,,Providence,02445,ContactFirst503,ContactLast503,401-123-5069,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,Providence - Smith Hill Early Childhood Learning Center;
504,StudentFirst504,StudentMiddle504,StudentLast504,5/9/2010,Female,626 Fake St,,Providence,02446,ContactFirst504,ContactLast504,401-123-5070,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,Providence - The Mariposa Center;
505,StudentFirst505,StudentMiddle505,StudentLast505,5/9/2010,Female,627 Fake St,,Providence,02447,ContactFirst505,ContactLast505,401-123-5071,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,Providence - Ready to Learn Providence at CCRI Liston Campus;
506,StudentFirst506,StudentMiddle506,StudentLast506,4/19/2010,Female,628 Fake St,,Newport,02448,ContactFirst506,ContactLast506,401-123-5072,123@gt-fake-email.edu.org,Mother,,,,,,2,2425,Newport - East Bay Community Action Head Start;
507,StudentFirst507,StudentMiddle507,StudentLast507,9/1/2010,Female,629 Fake St,,Providence,02449,ContactFirst507,ContactLast507,401-123-5073,123@gt-fake-email.edu.org,Mother,,,,,,2,2425,Providence - Beautiful Beginnings;Providence - Ready to Learn Providence at CCRI Liston Campus;Providence - Smith Hill Early Childhood Learning Center;Providence - The Mariposa Center;
508,StudentFirst508,StudentMiddle508,StudentLast508,2/17/2010,Female,630 Fake St,,Providence,02450,ContactFirst508,ContactLast508,401-123-5074,123@gt-fake-email.edu.org,Mother,,,,,,3,2425,Providence - Beautiful Beginnings;
509,StudentFirst509,StudentMiddle509,StudentLast509,8/20/2010,Male,631 Fake St,,Providence,02451,ContactFirst509,ContactLast509,401-123-5075,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,Providence - Ready to Learn Providence at CCRI Liston Campus;
510,StudentFirst510,StudentMiddle510,StudentLast510,12/1/2009,Male,632 Fake St,,Newport,02452,ContactFirst510,ContactLast510,401-123-5076,123@gt-fake-email.edu.org,Mother,,,,,,5,2425,Newport - East Bay Community Action Head Start;
511,StudentFirst511,StudentMiddle511,StudentLast511,4/7/2010,Female,633 Fake St,,Cranston,02453,ContactFirst511,ContactLast511,401-123-5077,123@gt-fake-email.edu.org,Father,,,,,,5,5554,Cranston - Comprehensive Community Action Program (CCAP);
512,StudentFirst512,StudentMiddle512,StudentLast512,7/24/2010,Male,634 Fake St,,Warwick,02454,ContactFirst512,ContactLast512,401-123-5078,123@gt-fake-email.edu.org,Mother,,,,,,4,6806,Warwick - CHILD Inc.;Warwick - Westbay Community Action Children's Center;
513,StudentFirst513,StudentMiddle513,StudentLast513,5/29/2010,Female,635 Fake St,,Warwick,02455,ContactFirst513,ContactLast513,401-123-5079,123@gt-fake-email.edu.org,Mother,,,,,,2,2425,Warwick - CHILD Inc.;Warwick - Imagine Preschool at CCRI Knight Campus;Warwick - Westbay Community Action Children's Center;
514,StudentFirst514,StudentMiddle514,StudentLast514,6/20/2010,Female,636 Fake St,,Warwick,02456,ContactFirst514,ContactLast514,401-123-5080,123@gt-fake-email.edu.org,Mother,,,,,,3,2425,Warwick - CHILD Inc.;
515,StudentFirst515,StudentMiddle515,StudentLast515,6/20/2010,Female,637 Fake St,,Warwick,02457,ContactFirst515,ContactLast515,401-123-5081,123@gt-fake-email.edu.org,Mother,,,,,,3,2425,Warwick - Westbay Community Action Children's Center;
516,StudentFirst516,StudentMiddle516,StudentLast516,6/20/2010,Female,638 Fake St,,Warwick,02458,ContactFirst516,ContactLast516,401-123-5082,123@gt-fake-email.edu.org,Mother,,,,,,3,2425,Warwick - Imagine Preschool at CCRI Knight Campus;
517,StudentFirst517,StudentMiddle517,StudentLast517,4/16/2010,Male,639 Fake St,,Pawtucket,02459,ContactFirst517,ContactLast517,401-123-5083,123@gt-fake-email.edu.org,Mother,,,,,,4,3051,Pawtucket - Ready to Learn-Heritage Park YMCA Early Learning Center;
518,StudentFirst518,StudentMiddle518,StudentLast518,8/12/2010,Male,640 Fake St,,Providence,02460,ContactFirst518,ContactLast518,401-123-5084,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,Providence - Ready to Learn Providence at CCRI Liston Campus;
519,StudentFirst519,StudentMiddle519,StudentLast519,6/5/2010,Female,641 Fake St,,Pawtucket,02461,ContactFirst519,ContactLast519,401-123-5085,123@gt-fake-email.edu.org,Mother,,,,,,4,7432,Pawtucket - Ready to Learn-Heritage Park YMCA Early Learning Center;
520,StudentFirst520,StudentMiddle520,StudentLast520,5/5/2010,Female,642 Fake St,,Newport,02462,ContactFirst520,ContactLast520,401-123-5086,123@gt-fake-email.edu.org,Mother,,,,,,2,2425,Newport - East Bay Community Action Head Start;
521,StudentFirst521,StudentMiddle521,StudentLast521,2/17/2010,Female,643 Fake St,,Central Falls,02463,ContactFirst521,ContactLast521,401-123-5087,123@gt-fake-email.edu.org,Mother,,,,,,6,2425,Central Falls - Capt. Hunt Early Learning Center;
522,StudentFirst522,StudentMiddle522,StudentLast522,6/18/2010,Female,644 Fake St,,Woonsocket,02464,ContactFirst522,ContactLast522,401-123-5088,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,Woonsocket - Woonsocket Head Start Child Development Association;
523,StudentFirst523,StudentMiddle523,StudentLast523,11/5/2009,Male,645 Fake St,,Warwick,02465,ContactFirst523,ContactLast523,401-123-5089,123@gt-fake-email.edu.org,Mother,,,,,,4,6806,Warwick - CHILD Inc.;Warwick - Westbay Community Action Children's Center;
524,StudentFirst524,StudentMiddle524,StudentLast524,12/20/2009,Male,646 Fake St,,Central Falls,02466,ContactFirst524,ContactLast524,401-123-5090,123@gt-fake-email.edu.org,Mother,,,,,,3,2425,Central Falls - Capt. Hunt Early Learning Center;
525,StudentFirst525,StudentMiddle525,StudentLast525,3/18/2010,Male,647 Fake St,,Warwick,02467,ContactFirst525,ContactLast525,401-123-5091,123@gt-fake-email.edu.org,Mother,,,,,,6,5554,Warwick - Westbay Community Action Children's Center;
526,StudentFirst526,StudentMiddle526,StudentLast526,5/10/2010,Male,648 Fake St,,Providence,02468,ContactFirst526,ContactLast526,401-123-5092,123@gt-fake-email.edu.org,Mother,,,,,,2,2425,Providence - Beautiful Beginnings;Providence - Ready to Learn Providence at CCRI Liston Campus;Providence - Smith Hill Early Childhood Learning Center;Providence - The Mariposa Center;
527,StudentFirst527,StudentMiddle527,StudentLast527,3/18/2010,Male,649 Fake St,,Warwick,02469,ContactFirst527,ContactLast527,401-123-5093,123@gt-fake-email.edu.org,Mother,,,,,,6,5554,Warwick - Westbay Community Action Children's Center;
528,StudentFirst528,StudentMiddle528,StudentLast528,10/21/2009,Female,650 Fake St,,Central Falls,02470,ContactFirst528,ContactLast528,401-123-5094,123@gt-fake-email.edu.org,Mother,,,,,,5,3677,Central Falls - Capt. Hunt Early Learning Center;
529,StudentFirst529,StudentMiddle529,StudentLast529,9/13/2009,Male,651 Fake St,,Pawtucket,02471,ContactFirst529,ContactLast529,401-123-5095,123@gt-fake-email.edu.org,Mother,,,,,,5,3051,Pawtucket - Ready to Learn-Heritage Park YMCA Early Learning Center;
530,StudentFirst530,StudentMiddle530,StudentLast530,3/26/2010,Male,652 Fake St,,Cranston,02472,ContactFirst530,ContactLast530,401-123-5096,123@gt-fake-email.edu.org,Mother,,,,,,3,2425,Cranston - Comprehensive Community Action Program (CCAP);
531,StudentFirst531,StudentMiddle531,StudentLast531,1/29/2010,Female,653 Fake St,,Warwick,02473,ContactFirst531,ContactLast531,401-123-5097,123@gt-fake-email.edu.org,Mother,,,,,,4,6180,Warwick - Imagine Preschool at CCRI Knight Campus;
532,StudentFirst532,StudentMiddle532,StudentLast532,1/29/2010,Female,654 Fake St,,Warwick,02474,ContactFirst532,ContactLast532,401-123-5098,123@gt-fake-email.edu.org,Mother,,,,,,4,6180,Warwick - Westbay Community Action Children's Center;
533,StudentFirst533,StudentMiddle533,StudentLast533,4/15/2010,Female,655 Fake St,,Warwick,02475,ContactFirst533,ContactLast533,401-123-5099,123@gt-fake-email.edu.org,Mother,,,,,,5,3677,Warwick - Westbay Community Action Children's Center;
534,StudentFirst534,StudentMiddle534,StudentLast534,2/4/2010,Female,656 Fake St,,Providence,02476,ContactFirst534,ContactLast534,401-123-5100,123@gt-fake-email.edu.org,Mother,,,,,,6,3051,Providence - The Mariposa Center;
535,StudentFirst535,StudentMiddle535,StudentLast535,11/29/2009,Male,657 Fake St,,Providence,02477,ContactFirst535,ContactLast535,401-123-5101,123@gt-fake-email.edu.org,Father,,,,,,6,3051,Providence - Beautiful Beginnings;
536,StudentFirst536,StudentMiddle536,StudentLast536,7/5/2010,Female,658 Fake St,,Cranston,02478,ContactFirst536,ContactLast536,401-123-5102,123@gt-fake-email.edu.org,Mother,,,,,,3,2425,Cranston - Comprehensive Community Action Program (CCAP);
537,StudentFirst537,StudentMiddle537,StudentLast537,8/25/2010,Female,659 Fake St,,Providence,02479,ContactFirst537,ContactLast537,401-123-5103,123@gt-fake-email.edu.org,Mother,,,,,,3,2425,Providence - Ready to Learn Providence at CCRI Liston Campus;
538,StudentFirst538,StudentMiddle538,StudentLast538,3/1/2010,Male,660 Fake St,,Providence,02480,ContactFirst538,ContactLast538,401-123-5104,123@gt-fake-email.edu.org,Mother,,,,,,2,2425,Providence - Beautiful Beginnings;Providence - Ready to Learn Providence at CCRI Liston Campus;Providence - Smith Hill Early Childhood Learning Center;Providence - The Mariposa Center;
539,StudentFirst539,StudentMiddle539,StudentLast539,3/3/2010,Female,661 Fake St,,Providence,02481,ContactFirst539,ContactLast539,401-123-5105,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,Providence - Smith Hill Early Childhood Learning Center;
540,StudentFirst540,StudentMiddle540,StudentLast540,4/19/2010,Female,662 Fake St,,Warwick,02482,ContactFirst540,ContactLast540,401-123-5106,123@gt-fake-email.edu.org,Father,,,,,,4,5554,Warwick - CHILD Inc.;Warwick - Imagine Preschool at CCRI Knight Campus;Warwick - Westbay Community Action Children's Center;
541,StudentFirst541,StudentMiddle541,StudentLast541,2/5/2010,Male,663 Fake St,,Cranston,02483,ContactFirst541,ContactLast541,401-123-5107,123@gt-fake-email.edu.org,Mother,,,,,,2,2425,Cranston - Comprehensive Community Action Program (CCAP);
542,StudentFirst542,StudentMiddle542,StudentLast542,11/15/2009,Female,664 Fake St,,West Warwick,02484,ContactFirst542,ContactLast542,401-123-5108,123@gt-fake-email.edu.org,Mother,,,,,,3,2425,West Warwick - CHILD Inc.;
543,StudentFirst543,StudentMiddle543,StudentLast543,8/29/2010,Female,665 Fake St,,Providence,02485,ContactFirst543,ContactLast543,401-123-5109,123@gt-fake-email.edu.org,Mother,,,,,,4,6180,Providence - Ready to Learn Providence at CCRI Liston Campus;
544,StudentFirst544,StudentMiddle544,StudentLast544,4/16/2010,Female,666 Fake St,,Central Falls,02486,ContactFirst544,ContactLast544,401-123-5110,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,Central Falls - Capt. Hunt Early Learning Center;
545,StudentFirst545,StudentMiddle545,StudentLast545,4/16/2010,Male,667 Fake St,,Central Falls,02487,ContactFirst545,ContactLast545,401-123-5111,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,Central Falls - Capt. Hunt Early Learning Center;
546,StudentFirst546,StudentMiddle546,StudentLast546,7/29/2010,Male,668 Fake St,,Newport,02488,ContactFirst546,ContactLast546,401-123-5112,123@gt-fake-email.edu.org,Mother,,,,,,3,2425,Newport - East Bay Community Action Head Start;
547,StudentFirst547,StudentMiddle547,StudentLast547,6/15/2010,Male,669 Fake St,,Providence,02489,ContactFirst547,ContactLast547,401-123-5113,123@gt-fake-email.edu.org,Mother,,,,,,3,2425,Providence - Ready to Learn Providence at CCRI Liston Campus;Providence - Smith Hill Early Childhood Learning Center;Providence - The Mariposa Center;
548,StudentFirst548,StudentMiddle548,StudentLast548,6/22/2010,Female,670 Fake St,,Cranston,02490,ContactFirst548,ContactLast548,401-123-5114,123@gt-fake-email.edu.org,Mother,,,,,,4,7432,Cranston - Comprehensive Community Action Program (CCAP);
549,StudentFirst549,StudentMiddle549,StudentLast549,9/21/2009,Male,671 Fake St,,Providence,02491,ContactFirst549,ContactLast549,401-123-5115,123@gt-fake-email.edu.org,Mother,,,,,,3,3051,Providence - Beautiful Beginnings;
550,StudentFirst550,StudentMiddle550,StudentLast550,9/21/2009,Male,672 Fake St,,Providence,02492,ContactFirst550,ContactLast550,401-123-5116,123@gt-fake-email.edu.org,Mother,,,,,,3,3051,Providence - Beautiful Beginnings;Providence - Ready to Learn Providence at CCRI Liston Campus;Providence - Smith Hill Early Childhood Learning Center;Providence - The Mariposa Center;
551,StudentFirst551,StudentMiddle551,StudentLast551,2/18/2010,Male,673 Fake St,,Providence,02493,ContactFirst551,ContactLast551,401-123-5117,123@gt-fake-email.edu.org,Father,,,,,,4,2425,Providence - Beautiful Beginnings;
552,StudentFirst552,StudentMiddle552,StudentLast552,3/18/2010,Male,674 Fake St,,Central Falls,02494,ContactFirst552,ContactLast552,401-123-5118,123@gt-fake-email.edu.org,Father,,,,,,5,2425,Central Falls - Capt. Hunt Early Learning Center;
553,StudentFirst553,StudentMiddle553,StudentLast553,8/27/2010,Female,675 Fake St,,Cranston,02495,ContactFirst553,ContactLast553,401-123-5119,123@gt-fake-email.edu.org,Mother,,,,,,5,5554,Cranston - Comprehensive Community Action Program (CCAP);
554,StudentFirst554,StudentMiddle554,StudentLast554,12/22/2009,Male,676 Fake St,,Warwick,02496,ContactFirst554,ContactLast554,401-123-5120,123@gt-fake-email.edu.org,Mother,,,,,,5,4302,Warwick - Westbay Community Action Children's Center;
555,StudentFirst555,StudentMiddle555,StudentLast555,1/11/2010,Male,677 Fake St,,Central Falls,02497,ContactFirst555,ContactLast555,401-123-5121,123@gt-fake-email.edu.org,Mother,,,,,,3,2425,Central Falls - Capt. Hunt Early Learning Center;
556,StudentFirst556,StudentMiddle556,StudentLast556,12/10/2009,Female,678 Fake St,,Cranston,02498,ContactFirst556,ContactLast556,401-123-5122,123@gt-fake-email.edu.org,Mother,,,,,,6,2425,Cranston - Comprehensive Community Action Program (CCAP);
557,StudentFirst557,StudentMiddle557,StudentLast557,5/18/2010,Female,679 Fake St,,Central Falls,02499,ContactFirst557,ContactLast557,401-123-5123,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,Central Falls - Capt. Hunt Early Learning Center;
558,StudentFirst558,StudentMiddle558,StudentLast558,7/20/2010,Female,680 Fake St,,Providence,02500,ContactFirst558,ContactLast558,401-123-5124,123@gt-fake-email.edu.org,Other,,,,,,3,2425,Providence - Beautiful Beginnings;Providence - Ready to Learn Providence at CCRI Liston Campus;Providence - Smith Hill Early Childhood Learning Center;Providence - The Mariposa Center;
559,StudentFirst559,StudentMiddle559,StudentLast559,5/4/2010,Female,681 Fake St,,Providence,02501,ContactFirst559,ContactLast559,401-123-5125,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,Providence - Beautiful Beginnings;Providence - Ready to Learn Providence at CCRI Liston Campus;Providence - Smith Hill Early Childhood Learning Center;Providence - The Mariposa Center;
560,StudentFirst560,StudentMiddle560,StudentLast560,9/10/2009,Male,682 Fake St,,Woonsocket,02502,ContactFirst560,ContactLast560,401-123-5126,123@gt-fake-email.edu.org,Mother,,,,,,4,7432,Woonsocket - Woonsocket Head Start Child Development Association;
561,StudentFirst561,StudentMiddle561,StudentLast561,5/24/2010,Female,683 Fake St,,Pawtucket,02503,ContactFirst561,ContactLast561,401-123-5127,123@gt-fake-email.edu.org,Mother,,,,,,6,3051,Pawtucket - Ready to Learn-Heritage Park YMCA Early Learning Center;
562,StudentFirst562,StudentMiddle562,StudentLast562,9/12/2009,Female,684 Fake St,,Providence,02504,ContactFirst562,ContactLast562,401-123-5128,123@gt-fake-email.edu.org,Mother,,,,,,4,3051,Providence - Beautiful Beginnings;Providence - Ready to Learn Providence at CCRI Liston Campus;Providence - Smith Hill Early Childhood Learning Center;Providence - The Mariposa Center;
563,StudentFirst563,StudentMiddle563,StudentLast563,1/9/2010,Female,685 Fake St,,Providence,02505,ContactFirst563,ContactLast563,401-123-5129,123@gt-fake-email.edu.org,Father,,,,,,4,3051,Providence - Beautiful Beginnings;Providence - Ready to Learn Providence at CCRI Liston Campus;Providence - Smith Hill Early Childhood Learning Center;Providence - The Mariposa Center;
564,StudentFirst564,StudentMiddle564,StudentLast564,7/22/2010,Male,686 Fake St,,Cranston,02506,ContactFirst564,ContactLast564,401-123-5130,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,Cranston - Comprehensive Community Action Program (CCAP);
565,StudentFirst565,StudentMiddle565,StudentLast565,5/15/2010,Female,687 Fake St,,Warwick,02507,ContactFirst565,ContactLast565,401-123-5131,123@gt-fake-email.edu.org,Mother,,,,,,4,5554,Warwick - Westbay Community Action Children's Center;
566,StudentFirst566,StudentMiddle566,StudentLast566,10/10/2009,Female,688 Fake St,,Warwick,02508,ContactFirst566,ContactLast566,401-123-5132,123@gt-fake-email.edu.org,Father,,,,,,4,5554,Warwick - Imagine Preschool at CCRI Knight Campus;
567,StudentFirst567,StudentMiddle567,StudentLast567,12/15/2009,Male,689 Fake St,,Providence,02509,ContactFirst567,ContactLast567,401-123-5133,123@gt-fake-email.edu.org,Father,,,,,,4,2425,Providence - Beautiful Beginnings;Providence - Ready to Learn Providence at CCRI Liston Campus;Providence - Smith Hill Early Childhood Learning Center;Providence - The Mariposa Center;
568,StudentFirst568,StudentMiddle568,StudentLast568,8/12/2010,Male,690 Fake St,,Pawtucket,02510,ContactFirst568,ContactLast568,401-123-5134,123@gt-fake-email.edu.org,Mother,,,,,,8,4302,Pawtucket - Ready to Learn-Heritage Park YMCA Early Learning Center;
569,StudentFirst569,StudentMiddle569,StudentLast569,6/10/2010,Female,691 Fake St,,Central Falls,02511,ContactFirst569,ContactLast569,401-123-5135,123@gt-fake-email.edu.org,Mother,,,,,,6,2425,Central Falls - Capt. Hunt Early Learning Center;
570,StudentFirst570,StudentMiddle570,StudentLast570,8/8/2010,Female,692 Fake St,,Woonsocket,02512,ContactFirst570,ContactLast570,401-123-5136,123@gt-fake-email.edu.org,Mother,,,,,,5,3677,Woonsocket - Woonsocket Head Start Child Development Association;
571,StudentFirst571,StudentMiddle571,StudentLast571,1/12/2010,Female,693 Fake St,,Pawtucket,02513,ContactFirst571,ContactLast571,401-123-5137,123@gt-fake-email.edu.org,Mother,,,,,,5,2425,Pawtucket - Ready to Learn-Heritage Park YMCA Early Learning Center;
572,StudentFirst572,StudentMiddle572,StudentLast572,10/18/2009,Female,694 Fake St,,Pawtucket,02514,ContactFirst572,ContactLast572,401-123-5138,123@gt-fake-email.edu.org,Mother,,,,,,5,5554,Pawtucket - Ready to Learn-Heritage Park YMCA Early Learning Center;
573,StudentFirst573,StudentMiddle573,StudentLast573,10/18/2009,Female,695 Fake St,,Pawtucket,02515,ContactFirst573,ContactLast573,401-123-5139,123@gt-fake-email.edu.org,Mother,,,,,,5,5554,Pawtucket - Ready to Learn-Heritage Park YMCA Early Learning Center;
574,StudentFirst574,StudentMiddle574,StudentLast574,3/19/2010,Female,696 Fake St,,Newport,02516,ContactFirst574,ContactLast574,401-123-5140,123@gt-fake-email.edu.org,Mother,,,,,,3,2425,Newport - East Bay Community Action Head Start;
575,StudentFirst575,StudentMiddle575,StudentLast575,2/9/2010,Female,697 Fake St,,Providence,02517,ContactFirst575,ContactLast575,401-123-5141,123@gt-fake-email.edu.org,Mother,,,,,,3,2425,Providence - Beautiful Beginnings;Providence - Ready to Learn Providence at CCRI Liston Campus;Providence - Smith Hill Early Childhood Learning Center;Providence - The Mariposa Center;
576,StudentFirst576,StudentMiddle576,StudentLast576,2/1/2010,Male,698 Fake St,,Warwick,02518,ContactFirst576,ContactLast576,401-123-5142,123@gt-fake-email.edu.org,Mother,,,,,,3,4928,Warwick - CHILD Inc.;Warwick - Imagine Preschool at CCRI Knight Campus;Warwick - Westbay Community Action Children's Center;
577,StudentFirst577,StudentMiddle577,StudentLast577,2/24/2010,Female,699 Fake St,,Central Falls,02519,ContactFirst577,ContactLast577,401-123-5143,123@gt-fake-email.edu.org,Mother,,,,,,4,3051,Central Falls - Capt. Hunt Early Learning Center;
578,StudentFirst578,StudentMiddle578,StudentLast578,10/27/2009,Male,700 Fake St,,Warwick,02520,ContactFirst578,ContactLast578,401-123-5144,123@gt-fake-email.edu.org,Mother,,,,,,5,6180,Warwick - Westbay Community Action Children's Center;
579,StudentFirst579,StudentMiddle579,StudentLast579,5/10/2010,Male,701 Fake St,,Providence,02521,ContactFirst579,ContactLast579,401-123-5145,123@gt-fake-email.edu.org,Mother,,,,,,6,3677,Providence - Beautiful Beginnings;Providence - Ready to Learn Providence at CCRI Liston Campus;
580,StudentFirst580,StudentMiddle580,StudentLast580,5/10/2010,Male,702 Fake St,,Providence,02522,ContactFirst580,ContactLast580,401-123-5146,123@gt-fake-email.edu.org,Mother,,,,,,6,3677,Providence - Beautiful Beginnings;Providence - Ready to Learn Providence at CCRI Liston Campus;
581,StudentFirst581,StudentMiddle581,StudentLast581,3/8/2010,Male,703 Fake St,,Woonsocket,02523,ContactFirst581,ContactLast581,401-123-5147,123@gt-fake-email.edu.org,Mother,,,,,,5,2425,Woonsocket - Woonsocket Head Start Child Development Association;
582,StudentFirst582,StudentMiddle582,StudentLast582,7/15/2010,Male,704 Fake St,,Warwick,02524,ContactFirst582,ContactLast582,401-123-5148,123@gt-fake-email.edu.org,Father,,,,,,3,2425,Warwick - CHILD Inc.;
583,StudentFirst583,StudentMiddle583,StudentLast583,6/26/2010,Female,705 Fake St,,Pawtucket,02525,ContactFirst583,ContactLast583,401-123-5149,123@gt-fake-email.edu.org,Mother,,,,,,5,2425,Pawtucket - Ready to Learn-Heritage Park YMCA Early Learning Center;
